fecha_operacion,operacion,importe,operacion_limpia,tipo,año_mes,categoria,origen
2024-06-24,"compra sumup *lucie pecenkov, praha 6, eta 5489010358179057 , comision 8,02",275.4,compra sumup lucie pecenkov praha eta comision,gasto,2024-06,Gastos extraordinarios,manual
2024-06-24,"compra lidl sagt danke, radeburg, eta 5489010358179057 , comision 0,00",2.39,compra lidl sagt danke radeburg eta comision,gasto,2024-06,Supermercado,manual
2024-06-21,"compra sumup *urban street f, koln, eta 5489010358179057 , comision 0,00",8.0,compra sumup urban street f koln eta comision,gasto,2024-06,Restauración,manual
2024-06-21,"compra mangal x lukas podolsk, koeln, eta 5489010358179057 , comision 0,00",19.5,compra mangal x lukas podolsk koeln eta comision,gasto,2024-06,Ocio / Suscripciones,modelo
2024-06-21,"compra veni gmbh, koeln, eta 5489010358179057 , comision 0,00",1.0,compra veni gmbh koeln eta comision,gasto,2024-06,Ocio / Suscripciones,modelo
2024-06-21,"compra merzenich baeckereien, koeln, eta 5489010358179057 , comision 0,00",1.5,compra merzenich baeckereien koeln eta comision,gasto,2024-06,Ocio / Suscripciones,modelo
2024-06-21,"compra db automaten, köln, eta 5489010358179057 , comision 0,00",19.0,compra db automaten köln eta comision,gasto,2024-06,Ocio / Suscripciones,modelo
2024-06-21,traspaso: ahorro hucha objetivo: regalo,1.0,traspaso ahorro hucha objetivo regalo,gasto,2024-06,Transferencia personal,manual
2024-06-20,traspaso: ahorro hucha objetivo: regalo,2.39,traspaso ahorro hucha objetivo regalo,gasto,2024-06,Transferencia personal,manual
2024-06-20,"transferencia de evelymar bastidas rosario, concepto 2/2 viaje a alemania",100.0,transferencia de evelymar bastidas rosario concepto viaje a alemania,ingreso,2024-06,Ingreso,manual
2024-06-19,traspaso: ahorro hucha objetivo: regalo,0.68,traspaso ahorro hucha objetivo regalo,gasto,2024-06,Transferencia personal,manual
2024-06-19,"en ssp, telde, . :*179057",2.99,en ssp telde,gasto,2024-06,Supermercado,modelo
2024-06-19,"transferencia de trade republic bank gmbh, concepto tu retirada de la cuenta de compensacion de trad",200.0,transferencia de trade republic bank gmbh concepto tu retirada de la cuenta de compensacion de trad,ingreso,2024-06,Ingreso,manual
2024-06-19,"en spar valsequill, valsequillo, . :*179057",11.53,en spar valsequill valsequillo,gasto,2024-06,Transporte,modelo
2024-06-19,"transferencia de gomez bastidas oscar alejandro, .",39.25,transferencia de gomez bastidas oscar alejandro,ingreso,2024-06,Ingreso,manual
2024-06-19,reintegro contra cuenta en atm 004905200000 el 18/06/2024 a las 21:37. .pan: 5489010358179057.,200.0,reintegro contra cuenta en atm el a las pan,gasto,2024-06,Ingreso,manual
2024-06-18,bizum de eduardo jesus vega cabello concepto viajes,68.5,bizum de eduardo jesus vega cabello concepto viajes,ingreso,2024-06,Ingreso,manual
2024-06-18,traspaso: ahorro hucha objetivo: regalo,1.2,traspaso ahorro hucha objetivo regalo,gasto,2024-06,Transferencia personal,manual
2024-06-18,"en mercadona cc el, hornos del re, . :*179057",5.85,en mercadona cc el hornos del re,gasto,2024-06,Supermercado,manual
2024-06-18,"en primor el mirad, las palmas de, . :*179057",1.5,en primor el mirad las palmas de,gasto,2024-06,Compras no esenciales,manual
2024-06-18,"en domyhome, telde, . :*179057",1.25,en domyhome telde,gasto,2024-06,Supermercado,modelo
2024-06-18,"en media markt - t, jinamar, . :*179057",50.99,en media markt t jinamar,gasto,2024-06,Compras no esenciales,manual
2024-06-18,"en cafeteria paris, telde, . :*179057",3.1,en cafeteria paris telde,gasto,2024-06,Restauración,manual
2024-06-17,bizum a favor de eduardo jesus vega cabello concepto: viaje 1,214.75,bizum a favor de eduardo jesus vega cabello concepto viaje,gasto,2024-06,Gastos extraordinarios,manual
2024-06-17,"en cafeteria paris, telde, . :*179057",3.1,en cafeteria paris telde,gasto,2024-06,Restauración,manual
2024-06-17,"recibo vodafone factura: yj24-000935294/ nº recibo 0049 6140 755 bbfvmsg ref. mandato 0111207734, de",136.28,recibo vodafone factura yj nº recibo bbfvmsg ref mandato de,gasto,2024-06,Facturas,manual
2024-06-17,"transferencia de evelymar bastidas rosario, concepto viaje a alemania",120.0,transferencia de evelymar bastidas rosario concepto viaje a alemania,ingreso,2024-06,Ingreso,manual
2024-06-14,"compra internet en repsol waylet, madrid, . :*179057",28.95,compra internet en repsol waylet madrid,gasto,2024-06,Transporte,manual
2024-06-14,"compra booking.com hotel, amsterdam, eta 5489010358179057 , comision 0,00",346.52,compra booking com hotel amsterdam eta comision,gasto,2024-06,Gastos extraordinarios,modelo
2024-06-13,"en lidl can-gc-tel, telde, . :*179057",27.74,en lidl can gc tel telde,gasto,2024-06,Supermercado,manual
2024-06-13,"en hd arnao, telde, . :*179057",10.65,en hd arnao telde,gasto,2024-06,Supermercado,modelo
2024-06-11,traspaso: ahorro hucha objetivo: regalo,0.85,traspaso ahorro hucha objetivo regalo,gasto,2024-06,Transferencia personal,manual
2024-06-11,"en mercadona las t, hornos del re, . :*179057",19.04,en mercadona las t hornos del re,gasto,2024-06,Supermercado,manual
2024-06-11,bizum a favor de elena maria rivero hafez concepto: ta weno,15.0,bizum a favor de elena maria rivero hafez concepto ta weno,gasto,2024-06,Transferencia personal,manual
2024-06-10,"compra playstation network, hilversum, eta 5489010358179057 , comision 0,00",8.99,compra playstation network hilversum eta comision,gasto,2024-06,Compras no esenciales,manual
2024-06-10,"compra prime video*hj9ex77o4, primevideo.co, eta 5489010358179057 , comision 0,00",2.99,compra prime video hjexo primevideo co eta comision,gasto,2024-06,Compras no esenciales,modelo
2024-06-10,"en paris ole las t, telde, . :*179057",13.95,en paris ole las t telde,gasto,2024-06,Compras no esenciales,modelo
2024-06-10,bizum de debora vega ravelo concepto compra cena y tabaco,85.0,bizum de debora vega ravelo concepto compra cena y tabaco,ingreso,2024-06,Ingreso,manual
2024-06-10,"en school busrger, las palmas de, . :*179057",3.9,en school busrger las palmas de,gasto,2024-06,Restauración,modelo
2024-06-10,"en school busrger, las palmas de, . :*179057",39.2,en school busrger las palmas de,gasto,2024-06,Restauración,modelo
2024-06-10,"en el roque, telde, . :*179057",7.6,en el roque telde,gasto,2024-06,Supermercado,modelo
2024-06-10,"en mcdonalds telde, telde, . :*179057",16.06,en mcdonalds telde telde,gasto,2024-06,Restauración,manual
2024-06-06,"compra apple.com/bill, 900812703, eta 5489010358179057 , comision 0,00",4.99,compra apple com bill eta comision,gasto,2024-06,Ocio / Suscripciones,manual
2024-06-04,"compra apple.com/bill, 900812703, eta 5489010358179057 , comision 0,00",22.99,compra apple com bill eta comision,gasto,2024-06,Ocio / Suscripciones,manual
2024-06-04,"en hd melenara, telde, . :*179057",27.51,en hd melenara telde,gasto,2024-06,Supermercado,modelo
2024-06-04,"en lidl can-gc-tel, llanos de la, . :*179057",4.89,en lidl can gc tel llanos de la,gasto,2024-06,Supermercado,manual
2024-06-03,"compra apple.com/bill, 900812703, eta 5489010358179057 , comision 0,00",8.99,compra apple com bill eta comision,gasto,2024-06,Ocio / Suscripciones,manual
2024-06-03,"en mercadona las t, hornos del re, . :*179057",1.15,en mercadona las t hornos del re,gasto,2024-06,Supermercado,manual
2024-06-03,"compra internet en repsol waylet, madrid, . :*179057",33.8,compra internet en repsol waylet madrid,gasto,2024-06,Transporte,manual
2024-06-03,"en sagulpa parquim, palmas de gra, . :*179057",1.15,en sagulpa parquim palmas de gra,gasto,2024-06,Restauración,modelo
2024-06-03,"recibo sanitas s a de seguros nº recibo 0049 6140 755 bbftwnw ref. mandato 800014242109, de",65.97,recibo sanitas s a de seguros nº recibo bbftwnw ref mandato de,gasto,2024-06,Facturas,manual
2024-06-03,"en alcampo telde, telde, . :*179057",43.05,en alcampo telde telde,gasto,2024-06,Supermercado,manual
2024-06-03,"en lidl can-gc-tel, telde, . :*179057",56.33,en lidl can gc tel telde,gasto,2024-06,Supermercado,manual
2024-05-31,"en decathlon telde, telde, . :*179057",67.45,en decathlon telde telde,gasto,2024-05,Compras no esenciales,manual
2024-05-31,"en obramat jinamar, jinamar, . :*179057",5.59,en obramat jinamar jinamar,gasto,2024-05,Restauración,modelo
2024-05-31,"en obramat jinamar, jinamar, . :*179057",21.0,en obramat jinamar jinamar,gasto,2024-05,Restauración,modelo
2024-05-31,traspaso: ahorro hucha objetivo: regalo,15.88,traspaso ahorro hucha objetivo regalo,gasto,2024-05,Transferencia personal,manual
2024-05-30,"en agustin padron, las palmas de, . :*179057",6.5,en agustin padron las palmas de,gasto,2024-05,Restauración,modelo
2024-05-30,"en multi tienda st, las palmas de, . :*179057",0.65,en multi tienda st las palmas de,gasto,2024-05,Restauración,modelo
2024-05-30,"en restaurante el, las palmas, . :*179057",10.8,en restaurante el las palmas,gasto,2024-05,Restauración,manual
2024-05-29,bizum a favor de debora vega ravelo concepto: compra,22.0,bizum a favor de debora vega ravelo concepto compra,gasto,2024-05,Transferencia personal,manual
2024-05-29,transferencia a favor de óscar gómez bastidas concepto: .,600.0,transferencia a favor de óscar gómez bastidas concepto,gasto,2024-05,Gastos extraordinarios,manual
2024-05-29,"transferencia de evelymar bastidas rosario, concepto movil mayo",15.0,transferencia de evelymar bastidas rosario concepto movil mayo,ingreso,2024-05,Ingreso,manual
2024-05-29,"transferencia de evelymar bastidas rosario, concepto seguro medico",65.97,transferencia de evelymar bastidas rosario concepto seguro medico,ingreso,2024-05,Ingreso,manual
2024-05-29,recibo gym canarias sl - fp telde - las terraza nº recibo 0049 6140 755 bbftvsd ref. mandato rumfic4,30.0,recibo gym canarias sl fp telde las terraza nº recibo bbftvsd ref mandato rumfic,gasto,2024-05,Facturas,manual
2024-05-29,"transferencia de dius madrid + delegaciones, concepto recibo de nomina.",1403.63,transferencia de dius madrid + delegaciones concepto recibo de nomina,ingreso,2024-05,Ingreso,manual
2024-05-29,bizum de debora vega ravelo concepto compras etc,105.0,bizum de debora vega ravelo concepto compras etc,ingreso,2024-05,Ingreso,manual
2024-05-28,"compra rockabilly venegas, las palmas de, eta 5489010358179057 , comision 0,00",41.4,compra rockabilly venegas las palmas de eta comision,gasto,2024-05,Gastos extraordinarios,modelo
2024-05-28,traspaso: ahorro hucha objetivo: regalo,0.14,traspaso ahorro hucha objetivo regalo,gasto,2024-05,Transferencia personal,manual
2024-05-27,"compra spotify p2c74a56fa, stockholm, eta 5489010358179057 , comision 0,00",14.99,compra spotify pcafa stockholm eta comision,gasto,2024-05,Ocio / Suscripciones,manual
2024-05-27,"en hd arnao, telde, . :*179057",24.34,en hd arnao telde,gasto,2024-05,Supermercado,modelo
2024-05-27,gestion de devoluciones -exterior,14.19,gestion de devoluciones exterior,ingreso,2024-05,Ingreso,modelo
2024-05-27,"en sagulpa parquim, palmas de gra, . :*179057",0.2,en sagulpa parquim palmas de gra,gasto,2024-05,Restauración,modelo
2024-05-27,"en sagulpa / elder, las palmas, . :*179057",2.55,en sagulpa elder las palmas,gasto,2024-05,Transporte,modelo
2024-05-24,"compra internet en repsol waylet, madrid, . :*179057",28.97,compra internet en repsol waylet madrid,gasto,2024-05,Transporte,manual
2024-05-23,"compra temu.com, dublin 2, eta 5489010358179057 , comision 0,00",9.64,compra temu com dublin eta comision,gasto,2024-05,Ocio / Suscripciones,modelo
2024-05-23,"en farmacia clara, valsequillo, . :*179057",3.0,en farmacia clara valsequillo,gasto,2024-05,Supermercado,manual
2024-05-23,"en laiba doner keb, telde, . :*179057",6.0,en laiba doner keb telde,gasto,2024-05,Supermercado,modelo
2024-05-22,"en farmacia alfons, valsequillo (, . :*179057",1.26,en farmacia alfons valsequillo,gasto,2024-05,Supermercado,manual
2024-05-21,"en lidl can-gc-tel, telde, . :*179057",35.05,en lidl can gc tel telde,gasto,2024-05,Supermercado,manual
2024-05-21,"recibo vodafone factura: yj24-000768064/ nº recibo 0049 6140 755 bbftrvb ref. mandato 0111207734, de",74.17,recibo vodafone factura yj nº recibo bbftrvb ref mandato de,gasto,2024-05,Facturas,manual
2024-05-20,recibo media markt protect solutions s.a. nº recibo 0049 6140 755 bbftrrw ref. mandato es a41157aaca,14.19,recibo media markt protect solutions s a nº recibo bbftrrw ref mandato es aaaca,gasto,2024-05,Facturas,manual
2024-05-20,"en cantina el buen, valsequillo, . :*179057",27.4,en cantina el buen valsequillo,gasto,2024-05,Restauración,manual
2024-05-17,"compra cafeteri punto bueno, valsequillo l, eta 5489010358179057 , comision 0,00",3.5,compra cafeteri punto bueno valsequillo l eta comision,gasto,2024-05,Ocio / Suscripciones,modelo
2024-05-17,"en hd melenara, telde, . :*179057",23.69,en hd melenara telde,gasto,2024-05,Supermercado,modelo
2024-05-17,"en martin valeron, telde, . :*179057",6.2,en martin valeron telde,gasto,2024-05,Supermercado,modelo
2024-05-16,"en druni,s.a, telde, . :*179057",44.31,en druni s a telde,gasto,2024-05,Compras no esenciales,manual
2024-05-16,"en lacan primero d, las palmas de, . :*179057",37.9,en lacan primero d las palmas de,gasto,2024-05,Restauración,modelo
2024-05-14,"en mercadona las t, telde, . :*179057",0.35,en mercadona las t telde,gasto,2024-05,Supermercado,manual
2024-05-14,"en el corral telde, telde, . :*179057",8.66,en el corral telde telde,gasto,2024-05,Facturas,manual
2024-05-13,"en sagulpa parquim, palmas de gra, . :*179057",1.25,en sagulpa parquim palmas de gra,gasto,2024-05,Restauración,modelo
2024-05-13,"compra internet en repsol waylet, madrid, . :*179057",28.97,compra internet en repsol waylet madrid,gasto,2024-05,Transporte,manual
2024-05-13,"en spar bahia feli, juan grande, . :*179057",11.54,en spar bahia feli juan grande,gasto,2024-05,Restauración,modelo
2024-05-13,"en hde c.c. bahia, palmas de gra, . :*179057",4.4,en hde c c bahia palmas de gra,gasto,2024-05,Restauración,modelo
2024-05-09,"en lidl can-gc-tel, llanos de la, . :*179057",47.48,en lidl can gc tel llanos de la,gasto,2024-05,Supermercado,manual
2024-05-08,"en hd melenara, telde, . :*179057",113.12,en hd melenara telde,gasto,2024-05,Gastos extraordinarios,modelo
2024-05-08,"compra playstation network, hilversum, eta 5489010358179057 , comision 0,00",8.99,compra playstation network hilversum eta comision,gasto,2024-05,Compras no esenciales,manual
2024-05-06,"compra apple.com/bill, 900812703, eta 5489010358179057 , comision 0,00",5.99,compra apple com bill eta comision,gasto,2024-05,Ocio / Suscripciones,manual
2024-05-06,"compra apple.com/bill, 900812703, eta 5489010358179057 , comision 0,00",4.99,compra apple com bill eta comision,gasto,2024-05,Ocio / Suscripciones,manual
2024-05-06,"en ocine premium 7, las palmas de, . :*179057",5.1,en ocine premium las palmas de,gasto,2024-05,Ocio / Suscripciones,manual
2024-05-06,"en campsared la ma, telde, . :*179057",3.89,en campsared la ma telde,gasto,2024-05,Supermercado,modelo
2024-05-06,"compra internet en repsol waylet, madrid, . :*179057",15.63,compra internet en repsol waylet madrid,gasto,2024-05,Transporte,manual
2024-05-06,bizum a favor de samuel trujillo santana concepto: cine,14.2,bizum a favor de samuel trujillo santana concepto cine,gasto,2024-05,Transferencia personal,manual
2024-05-06,"en school busrger, las palmas de, . :*179057",52.25,en school busrger las palmas de,gasto,2024-05,Gastos extraordinarios,modelo
2024-05-06,"en sultan kebab ho, las palmas, . :*179057",5.5,en sultan kebab ho las palmas,gasto,2024-05,Transporte,modelo
2024-05-06,"en gmsa guaguas, las palmas, . :*179057",1.4,en gmsa guaguas las palmas,gasto,2024-05,Transporte,manual
2024-05-06,"en global salcai, las palmas de, . :*179057",1.65,en global salcai las palmas de,gasto,2024-05,Transporte,manual
2024-05-03,"compra apple.com/bill, 900812703, eta 5489010358179057 , comision 0,00",5.99,compra apple com bill eta comision,gasto,2024-05,Ocio / Suscripciones,manual
2024-05-03,"compra apple.com/bill, 900812703, eta 5489010358179057 , comision 0,00",8.99,compra apple com bill eta comision,gasto,2024-05,Ocio / Suscripciones,manual
2024-05-03,traspaso: ahorro hucha objetivo: regalo,1.36,traspaso ahorro hucha objetivo regalo,gasto,2024-05,Transferencia personal,manual
2024-05-03,"recibo sanitas s a de seguros nº recibo 0049 6140 755 bbfsylq ref. mandato 800014242109, de",65.97,recibo sanitas s a de seguros nº recibo bbfsylq ref mandato de,gasto,2024-05,Facturas,manual
